# Every line that begins with # is a comment
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Vertices: Index, Square
0,49
1,61
2,82
3,73
4,9
5,95
6,59
7,58
8,29
9,50
10,93
11,14
12,4
13,52
14,12
15,46
16,58
17,50
18,62
19,15
20,73
21,98
22,5
23,21
24,31
25,54
26,29
27,31
28,51
29,68
30,6
31,30
32,30
33,42
34,73
35,1
36,30
37,66
38,45
39,46
40,42
41,60
42,85
43,79
44,18
45,91
46,88
47,30
48,72
49,31
50,9
51,54
52,85
53,62
54,19
55,13
56,59
57,99
58,65
59,49
60,14
61,56
62,20
63,47
64,32
65,94
66,78
67,44
68,45
69,64
70,49
71,3
72,83
73,82
74,24
75,38
76,85
77,88
78,48
79,58
80,15
81,29
82,11
83,83
84,64
85,33
86,2
87,34
88,91
89,22
90,37
91,83
92,84
93,15
94,66
95,27
96,67
97,4
98,22
99,55
100,30
101,44
102,6
103,75
104,31
105,72
106,14
107,26
108,31
109,34
110,38
111,56
112,88
113,22
114,2
115,73
116,71
117,33
118,83
119,3
120,8
121,24
122,51
123,85
124,25
125,10
126,93
127,81
128,35
129,2
130,85
131,46
132,6
133,31
134,67
135,14
136,65
137,33
138,25
139,91
140,64
141,35
142,13
143,11
144,48
145,22
146,72
147,17
148,8
149,55
150,66
151,8
152,6
153,5
154,32
155,55
156,78
157,50
158,3
159,22
160,14
161,67
162,37
163,48
164,43
165,7
166,7
167,24
168,90
169,30
170,22
171,36
172,64
173,45
174,46
175,11
176,35
177,55
178,81
179,5
180,34
181,29
182,29
183,11
184,84
185,35
186,41
187,27
188,8
189,54
190,17
191,21
192,19
193,52
194,38
195,47
196,85
197,98
198,7
199,90
200,59
201,54
202,36
203,65
204,32
205,73
206,61
207,45
208,9
209,79
210,33
211,94
212,22
213,45
214,75
215,16
216,17
217,31
218,38
219,73
220,19
221,83
222,20
223,2
224,48
225,99
226,6
227,26
228,16
229,85
230,94
231,34
232,4
233,56
234,31
235,18
236,68
237,57
238,97
239,5
240,83
241,27
242,20
243,41
244,41
245,10
246,91
247,73
248,37
249,26
250,33
251,15
252,81
253,21
254,13
255,14
256,0
257,49
258,78
259,43
260,87
261,38
262,39
263,35
264,36
265,94
266,28
267,1
268,21
269,5
270,11
271,56
272,5
273,27
274,54
275,74
276,18
277,38
278,45
279,40
280,24
281,44
282,13
283,19
284,4
285,95
286,75
287,46
288,85
289,77
290,31
291,55
292,64
293,49
294,93
295,22
296,62
297,64
298,59
299,67
300,83
301,94
302,3
303,78
304,98
305,72
306,62
307,13
308,84
309,24
310,68
311,56
312,82
313,83
314,98
315,7
316,25
317,95
318,81
319,59
320,15
321,50
322,46
323,53
324,37
325,53
326,77
327,63
328,85
329,64
330,19
331,92
332,83
333,88
334,57
335,89
336,63
337,6
338,2
339,49
340,40
341,75
342,85
343,11
344,95
345,39
346,77
347,47
348,49
349,75
350,79
351,43
352,58
353,69
354,70
355,24
356,17
357,8
358,35
359,51
360,18
361,72
362,98
363,24
364,52
