# Every line that begins with # is a comment
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Vertices: Index, Square
0,39
1,78
2,4
3,33
4,46
5,69
6,30
7,46
8,50
9,0
10,10
11,95
12,96
13,3
14,38
15,77
16,57
17,25
18,7
19,71
20,4
21,47
22,58
23,96
24,89
25,71
26,78
27,17
28,97
29,38
30,24
31,75
32,77
33,25
34,24
35,1
36,72
37,73
38,42
39,15
40,29
41,46
42,8
43,16
44,17
45,81
46,81
47,18
48,90
49,50
50,36
51,82
52,75
53,45
54,90
55,31
56,39
57,90
58,3
59,17
60,6
61,36
62,67
63,98
64,46
65,22
66,4
67,57
68,33
69,68
70,58
71,75
72,19
73,2
74,37
75,99
76,87
77,38
78,22
79,75
80,13
81,90
82,35
83,73
84,47
85,38
86,74
87,78
88,86
89,56
90,18
91,10
92,64
93,49
94,57
95,51
96,78
97,67
98,80
99,30
100,99
101,75
102,81
103,95
104,71
105,3
106,38
107,69
108,49
109,60
110,65
111,99
112,88
113,21
114,64
115,23
116,58
117,92
118,82
119,7
120,32
121,6
122,15
123,23
124,5
125,15
126,50
127,97
128,75
129,12
130,51
131,28
132,24
133,23
134,92
135,11
136,60
137,21
138,29
139,87
140,44
141,2
142,48
143,17
144,54
145,71
146,78
147,18
148,48
149,66
150,68
151,56
152,35
153,11
154,94
155,66
156,31
157,99
158,60
159,45
160,9
161,79
162,10
163,67
164,14
165,18
166,88
167,12
168,74
169,47
170,65
171,98
172,16
173,65
174,97
175,97
176,19
177,95
178,34
179,23
180,85
181,51
182,67
183,57
184,23
185,64
186,53
187,44
188,70
189,79
190,43
191,20
192,57
193,19
194,92
195,2
196,43
197,10
198,55
199,52
200,72
201,49
202,54
203,93
204,81
205,4
206,87
207,68
208,12
209,66
210,7
211,17
212,8
213,83
214,99
215,60
216,46
217,28
218,7
219,6
220,87
221,60
222,4
223,24
224,95
225,42
226,29
227,74
228,72
229,32
230,95
231,59
232,36
233,49
234,97
235,47
236,49
237,36
238,75
239,54
240,58
241,0
242,47
243,5
244,73
245,52
246,56
247,39
248,34
249,7
250,0
251,58
252,85
253,11
254,2
255,8
256,53
257,1
258,88
259,41
260,38
261,89
262,73
263,44
264,91
265,59
266,64
267,69
268,51
269,93
270,51
271,16
272,73
273,46
274,99
275,34
276,74
277,43
278,68
279,87
280,16
281,3
282,15
283,0
284,3
285,62
286,78
287,44
288,43
289,63
290,2
291,46
292,67
293,64
294,28
295,6
296,98
297,46
298,71
299,62
300,28
301,31
302,51
303,0
304,95
305,91
306,52
307,42
308,91
309,64
310,10
311,15
312,69
313,18
314,1
315,51
316,74
317,22
318,73
319,27
320,1
321,94
322,8
323,79
324,55
325,17
326,28
327,2
328,95
329,84
330,20
331,65
332,23
333,21
334,33
335,56
336,94
337,47
338,43
339,81
340,89
341,95
342,83
343,35
344,3
345,1
346,8
347,71
348,59
349,16
350,83
351,2
352,28
353,28
354,42
355,52
356,45
357,66
358,1
359,96
360,35
361,5
362,31
363,65
364,70
365,61
366,90
367,43
368,79
369,47
370,65
371,65
372,15
373,68
374,11
375,22
376,83
377,29
378,78
379,2
380,16
381,46
382,69
383,26
384,53
385,38
386,32
387,27
388,18
389,68
390,53
391,17
392,20
393,35
394,25
395,12
396,72
397,5
398,60
399,74
400,42
401,32
402,78
403,27
404,54
405,27
406,66
407,60
408,34
409,36
410,64
411,84
412,55
413,3
414,88
415,42
416,68
417,94
418,70
419,38
420,3
421,93
422,92
423,76
424,87
425,5
426,41
427,3
428,73
429,4
430,21
431,35
432,49
433,18
434,8
435,59
436,13
437,3
438,59
439,1
440,25
441,43
442,10
443,92
444,43
445,29
446,20
447,65
448,53
449,14
450,19
451,53
452,83
453,83
454,91
455,89
456,33
457,60
458,45
459,73
460,27
461,17
462,62
463,81
464,36
465,71
466,93
467,7
468,91
469,38
470,93
471,19
472,6
473,7
474,80
475,9
476,52
477,45
478,3
479,77
480,48
481,33
482,91
483,30
484,68
485,73
486,16
487,77
488,38
489,34
490,69
491,83
492,72
493,34
494,8
495,84
496,52
497,32
498,54
499,64
