# Edges: fromIndex, toIndex, edgeCost
0,4,14
0,7,23
0,10,70
0,12,37
0,15,26
0,17,40
0,18,45
0,19,30
0,23,65
0,30,13
0,32,24
0,35,38
0,37,6
0,43,21
0,45,21
0,48,10
0,54,20
0,63,61
0,64,58
0,67,36
0,69,49
0,72,42
0,78,46
0,85,12
0,90,50
0,94,30
0,95,21
0,97,23
0,98,12
0,104,42
0,114,72
0,117,15
0,118,58
0,120,60
0,121,42
0,123,17
0,128,44
0,129,40
0,131,50
0,134,50
0,145,25
0,156,62
0,158,20
0,159,42
0,161,28
0,167,31
0,169,12
0,179,14
0,185,29
0,188,53
0,192,8
0,193,41
0,194,52
0,195,52
0,201,28
0,203,18
0,205,34
0,215,50
0,216,36
0,217,40
0,219,51
0,223,24
0,233,40
0,234,34
0,235,26
0,238,64
0,244,36
0,245,48
0,247,51
0,250,40
0,252,13
0,254,25
0,255,30
0,256,31
0,257,34
0,260,25
0,276,14
0,277,28
0,279,59
0,282,45
0,285,55
0,291,28
0,292,46
0,295,50
0,304,21
0,307,74
0,308,33
0,309,36
0,310,36
0,311,25
0,313,33
0,321,49
0,322,16
0,324,42
0,331,58
0,333,38
0,334,58
0,340,72
0,342,61
0,347,22
0,349,56
0,358,36
0,359,36
0,368,43
0,372,54
0,381,46
0,387,42
0,388,30
0,390,23
0,397,52
0,398,32
0,407,50
0,411,12
0,413,35
0,415,74
0,418,35
0,419,59
0,420,16
0,421,63
0,423,56
0,425,38
0,426,41
0,441,25
0,442,49
0,445,61
0,447,32
0,449,7
0,450,42
0,452,10
0,455,45
0,467,29
0,469,17
0,470,33
0,472,14
0,473,17
0,475,36
0,476,22
0,482,74
0,485,48
0,488,61
0,493,33
0,496,26
0,497,37
0,500,25
0,513,50
0,515,46
0,520,26
0,523,57
0,528,50
0,533,40
0,535,28
0,537,19
0,539,61
0,542,48
0,544,55
0,545,64
0,546,54
0,549,57
0,558,13
0,566,14
0,568,38
0,570,34
0,573,43
0,574,36
0,575,24
0,576,49
0,581,13
0,582,54
0,583,55
0,584,38
0,588,65
0,589,27
0,590,46
0,592,32
0,593,37
0,600,13
0,606,72
0,607,42
0,610,43
0,611,25
0,614,49
0,615,7
0,623,60
0,624,20
0,632,59
0,633,44
0,635,15
0,636,49
0,640,22
0,641,25
0,642,40
0,646,61
0,647,27
0,648,34
0,655,59
0,661,51
0,662,15
0,664,23
0,665,74
0,667,55
0,674,20
0,675,13
0,681,44
0,683,42
0,684,52
0,685,67
0,690,45
0,692,32
0,696,47
0,710,43
0,712,10
0,714,28
0,718,45
0,723,44
0,725,40
0,726,47
0,727,35
0,729,50
0,730,43
0,733,28
0,735,40
0,737,68
0,749,51
0,753,48
0,757,37
0,760,35
0,762,35
0,765,45
0,768,53
0,770,34
0,772,31
0,776,26
0,778,26
0,781,18
0,792,49
0,798,12
0,799,0
0,801,31
0,803,39
0,810,24
0,813,63
0,814,61
0,822,30
0,823,61
0,825,24
0,826,20
0,827,49
0,828,17
0,830,18
0,831,31
0,833,23
0,836,27
0,837,64
0,838,8
0,839,26
0,840,38
0,844,26
0,845,59
0,853,18
0,854,21
0,856,40
0,858,60
0,870,19
0,872,44
0,873,20
0,874,47
0,876,52
0,877,63
0,878,40
0,880,43
0,881,35
0,891,43
0,893,53
0,904,41
0,908,32
0,910,40
0,913,44
0,914,27
0,915,45
0,916,62
0,917,38
0,930,26
0,932,40
0,933,38
0,935,4
0,946,30
0,948,20
0,949,59
0,951,29
0,955,42
0,957,38
0,960,18
0,963,21
0,964,45
0,966,19
0,968,50
0,973,37
0,978,55
0,979,37
0,980,46
0,995,13
0,999,66
1,3,17
1,6,44
1,11,84
1,16,75
1,17,36
1,18,76
1,20,72
1,22,63
1,27,78
1,29,57
1,33,76
1,35,79
1,36,77
1,42,70
1,49,48
1,53,8
1,60,84
1,61,28
1,63,58
1,65,92
1,66,74
1,73,9
1,74,78
1,80,102
1,81,83
1,83,21
1,86,77
1,89,105
1,90,21
1,95,77
1,97,33
1,103,77
1,104,35
1,106,48
1,107,28
1,110,63
1,111,29
1,116,71
1,117,47
1,121,34
1,123,39
1,124,44
1,125,54
1,131,67
1,133,80
1,135,76
1,138,24
1,140,5
1,141,68
1,142,46
1,145,59
1,149,87
1,150,28
1,151,93
1,153,51
1,164,72
1,165,71
1,167,74
1,170,76
1,172,46
1,174,17
1,176,89
1,179,58
1,180,83
1,182,86
1,184,77
1,187,48
1,199,101
1,203,73
1,207,57
1,210,75
1,212,62
1,219,107
1,222,60
1,223,48
1,225,18
1,228,47
1,233,16
1,237,31
1,244,21
1,246,26
1,247,26
1,250,69
1,255,55
1,257,46
1,260,80
1,261,79
1,262,43
1,267,99
1,268,15
1,272,64
1,273,75
1,279,36
1,280,46
1,282,101
1,283,52
1,290,75
1,294,89
1,300,101
1,303,44
1,305,50
1,308,64
1,309,57
1,314,73
1,315,82
1,323,30
1,334,23
1,336,31
1,337,84
1,338,90
1,339,104
1,340,18
1,349,6
1,350,31
1,351,83
1,353,25
1,356,94
1,359,91
1,362,68
1,363,62
1,370,37
1,371,37
1,373,18
1,375,47
1,376,48
1,377,45
1,378,24
1,383,45
1,385,83
1,387,98
1,391,107
1,397,63
1,405,30
1,406,27
1,409,64
1,411,56
1,417,44
1,419,19
1,425,44
1,426,75
1,430,85
1,431,45
1,432,19
1,434,73
1,435,12
1,436,99
1,437,31
1,438,102
1,443,80
1,444,57
1,446,85
1,447,30
1,450,45
1,454,51
1,464,41
1,469,38
1,475,64
1,478,5
1,479,33
1,493,88
1,494,62
1,495,84
1,505,33
1,506,67
1,508,77
1,511,37
1,512,19
1,513,56
1,514,81
1,517,47
1,523,1
1,528,105
1,533,68
1,538,65
1,546,24
1,547,16
1,553,55
1,555,81
1,558,51
1,561,45
1,567,75
1,569,76
1,574,63
1,578,98
1,579,77
1,588,57
1,589,37
1,595,46
1,599,21
1,601,70
1,604,71
1,605,43
1,607,66
1,608,80
1,610,98
1,613,16
1,623,15
1,629,55
1,632,8
1,636,79
1,638,41
1,639,79
1,640,33
1,641,50
1,653,48
1,655,12
1,662,67
1,666,25
1,670,12
1,673,22
1,676,72
1,690,80
1,693,10
1,694,25
1,697,68
1,698,44
1,700,48
1,702,72
1,705,38
1,707,10
1,711,9
1,715,85
1,716,55
1,717,66
1,721,92
1,727,91
1,732,22
1,735,93
1,738,81
1,739,25
1,743,72
1,746,12
1,747,27
1,748,54
1,749,32
1,750,39
1,755,47
1,757,92
1,758,38
1,764,63
1,766,58
1,767,58
1,768,109
1,770,21
1,780,13
1,781,70
1,782,51
1,783,79
1,789,17
1,793,54
1,794,47
1,798,44
1,801,36
1,802,75
1,803,21
1,812,70
1,813,9
1,818,37
1,822,59
1,823,53
1,830,71
1,838,53
1,839,71
1,840,93
1,842,69
1,843,45
1,845,77
1,853,37
1,854,75
1,861,57
1,862,86
1,866,41
1,869,62
1,878,53
1,879,32
1,880,30
1,882,67
1,884,66
1,886,62
1,894,88
1,897,56
1,898,5
1,903,79
1,908,88
1,912,74
1,913,66
1,917,71
1,920,92
1,923,68
1,930,32
1,934,37
1,938,8
