# Every line that begins with # is a comment
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Vertices: Index, Square
0,83
1,77
2,68
3,77
4,2
5,22
6,43
7,83
8,46
9,52
10,61
11,16
12,8
13,52
14,9
15,38
16,68
17,38
18,20
19,46
20,60
21,41
22,61
23,56
24,67
25,36
26,36
27,13
28,85
29,30
30,76
31,50
32,84
33,61
34,8
35,43
36,75
37,68
38,71
39,7
40,57
41,86
42,90
43,16
44,20
45,93
46,98
47,12
48,12
49,41
50,20
51,51
52,12
53,74
54,49
55,78
56,44
57,77
58,24
59,2
60,67
61,26
62,63
63,27
64,98
65,82
66,88
67,13
68,90
69,40
70,41
71,95
72,42
73,21
74,87
75,27
76,1
77,11
78,87
79,9
80,25
81,80
82,48
83,60
84,14
85,27
86,22
87,24
88,10
89,26
90,10
91,77
92,75
93,89
94,59
95,91
96,90
97,26
98,7
99,9
100,30
101,78
102,78
103,69
104,90
105,26
106,55
107,75
108,91
109,32
110,72
111,29
112,95
113,53
114,34
115,11
116,75
117,77
118,73
119,34
120,50
121,11
122,44
123,50
124,59
125,78
126,30
127,80
128,38
129,0
130,88
131,89
132,22
133,40
134,18
135,19
136,32
137,4
138,59
139,97
140,50
141,39
142,5
143,69
144,89
145,14
146,19
147,85
148,91
149,47
150,97
151,0
152,62
153,39
154,19
155,68
156,31
157,6
158,14
159,82
160,75
161,52
162,32
163,26
164,86
165,76
166,28
167,15
168,25
169,30
170,75
171,59
172,98
173,51
174,87
175,30
176,66
177,99
178,85
179,47
180,75
181,1
182,34
183,24
184,45
185,31
186,43
187,29
188,0
189,59
190,77
191,82
192,55
193,57
194,66
195,33
196,67
197,61
198,34
199,59
200,40
201,2
202,79
203,97
204,48
205,37
206,32
207,61
208,83
209,83
210,62
211,0
212,36
213,22
214,39
215,21
216,93
217,98
218,98
219,78
220,7
221,96
222,5
223,63
224,99
225,6
226,60
227,75
228,48
229,3
230,57
231,95
232,55
233,30
234,31
235,39
236,93
237,58
238,15
239,66
240,98
241,34
242,75
243,33
244,11
245,97
246,4
247,16
248,26
249,88
250,3
251,86
252,75
253,6
254,53
255,0
256,42
257,17
258,68
259,40
260,37
261,14
262,9
263,47
264,29
265,82
266,26
267,99
268,88
269,18
270,68
271,35
272,74
273,48
274,82
275,66
276,93
277,46
278,56
279,65
280,59
281,82
282,34
283,5
284,24
285,8
286,28
287,69
288,82
289,45
290,7
291,25
292,6
293,43
294,2
295,90
296,68
297,41
298,69
299,35
300,73
301,10
302,19
303,85
304,6
305,92
306,80
307,10
308,22
309,20
310,15
311,72
312,58
313,42
314,99
315,23
316,75
317,54
318,70
319,47
320,41
321,92
322,20
323,10
324,90
325,35
326,74
327,9
328,77
329,0
330,80
331,4
332,24
333,37
334,17
335,15
336,43
337,15
338,9
339,85
340,59
341,41
342,29
343,8
344,82
345,97
346,12
347,26
348,97
349,1
350,16
351,55
352,51
353,86
354,86
355,77
356,94
357,31
358,12
359,40
360,82
361,2
362,51
363,75
364,58
365,13
366,8
367,64
368,83
369,77
370,7
371,78
372,40
373,66
374,66
375,85
376,86
377,5
378,79
379,88
380,48
381,84
382,51
383,40
384,97
385,20
386,83
387,81
388,64
389,34
390,41
391,35
392,80
393,52
394,40
395,52
396,73
397,15
398,26
399,11
400,91
401,7
402,50
403,66
404,59
405,80
406,37
407,76
408,9
409,46
410,73
411,2
412,35
413,85
414,80
415,95
416,60
417,1
418,80
419,57
420,60
421,55
422,84
423,78
424,2
425,6
426,40
427,75
428,95
429,0
430,30
431,91
432,62
433,77
434,72
435,36
436,3
437,77
438,62
439,71
440,58
441,52
442,46
443,20
444,89
445,6
446,87
447,38
448,55
449,48
450,95
451,48
452,89
453,17
454,93
455,4
456,45
457,71
458,43
459,4
460,97
461,87
462,97
463,1
464,33
465,59
466,52
467,94
468,72
469,60
470,8
471,3
472,86
473,74
474,59
475,49
476,28
477,70
478,53
479,9
480,16
481,65
482,33
483,78
484,97
485,96
486,28
487,48
488,63
489,87
490,80
491,19
492,78
493,61
494,36
495,65
496,40
497,27
498,14
499,23
500,51
501,9
502,16
503,23
504,56
505,7
506,6
507,52
508,71
509,17
510,49
511,15
512,18
513,99
514,89
515,1
516,29
517,64
518,88
519,51
520,57
521,65
522,15
523,53
524,72
525,77
526,27
527,50
528,48
529,51
530,20
531,95
532,64
533,76
534,75
535,18
536,2
537,6
538,57
539,30
540,83
541,65
542,36
543,29
544,50
545,48
546,26
547,60
548,44
549,66
550,18
551,57
552,1
553,54
554,60
555,13
556,84
557,69
558,37
559,20
560,80
561,1
562,18
563,76
564,40
565,97
566,77
567,2
568,70
569,33
570,39
571,58
572,34
573,63
574,56
575,7
576,8
577,51
578,31
579,32
580,98
581,35
582,10
583,2
584,96
585,85
586,63
587,17
588,19
589,6
590,89
591,8
592,21
593,87
594,18
595,6
596,14
597,74
598,20
599,48
600,43
601,45
602,51
603,90
604,7
605,74
606,49
607,69
608,92
609,14
610,64
611,97
612,24
613,14
614,93
615,40
616,9
617,48
618,77
619,13
620,98
621,76
622,32
623,55
624,49
625,86
626,90
627,55
628,30
629,59
630,54
631,39
632,26
633,52
634,97
635,51
636,72
637,42
638,30
639,4
640,81
641,3
642,11
643,4
644,35
645,53
646,74
647,59
648,99
649,38
650,89
651,63
652,28
653,3
654,67
655,69
656,24
657,67
658,73
659,73
660,58
661,25
662,18
663,16
664,10
665,92
666,86
667,14
668,11
669,0
670,29
671,43
672,16
673,98
674,27
675,70
676,39
677,69
678,43
679,93
680,32
681,17
682,37
683,33
684,60
685,99
686,73
687,91
688,7
689,79
690,68
691,43
692,99
693,65
694,33
695,65
696,27
697,99
698,36
699,3
700,32
701,58
702,8
703,60
704,58
705,8
706,76
707,44
708,71
709,73
710,92
711,88
712,22
713,78
714,12
715,18
716,97
717,90
718,33
719,88
720,8
721,84
722,17
723,20
724,23
725,94
726,5
727,17
728,62
729,49
730,13
731,20
732,74
733,72
734,78
735,3
736,5
737,16
738,41
739,47
740,50
741,10
742,15
743,61
744,42
745,70
746,93
747,75
748,55
749,33
750,39
751,38
752,16
753,72
754,88
755,92
756,82
757,82
758,30
759,88
760,31
761,69
762,51
763,98
764,43
765,38
766,76
767,47
768,13
769,29
770,30
771,46
772,10
773,34
774,40
775,14
776,61
777,78
778,46
779,94
780,95
781,56
782,61
783,40
784,23
785,75
786,38
787,10
788,42
789,59
790,96
791,15
792,69
793,61
794,57
795,36
796,16
797,33
798,48
799,29
800,6
801,11
802,83
803,72
804,26
805,92
806,5
807,90
808,63
809,65
810,86
811,37
812,4
813,93
814,89
815,45
816,14
817,85
818,74
819,20
820,15
821,65
822,91
823,0
824,89
825,23
826,6
827,21
828,31
829,53
830,97
