# Every line that begins with # is a comment
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Vertices: Index, Square
0,0
1,63
2,45
3,65
4,60
5,26
6,43
7,30
8,75
9,72
10,5
11,95
12,52
13,79
14,24
15,7
16,45
17,40
18,47
19,18
20,37
21,74
22,19
23,63
24,78
25,33
26,19
27,23
28,72
29,12
30,99
31,41
32,26
33,21
34,75
35,34
36,53
37,38
38,45
39,96
40,48
41,13
42,26
43,1
44,36
45,53
46,28
47,36
48,2
49,59
50,92
51,77
52,48
53,78
54,23
55,25
56,71
57,14
58,7
59,53
60,81
61,79
62,58
63,67
64,85
65,61
66,35
67,44
68,41
69,5
70,84
71,92
72,49
73,10
74,96
75,66
76,40
77,90
78,15
79,0
80,4
81,64
82,47
83,43
84,28
85,69
86,88
87,98
88,74
89,1
90,82
91,61
92,87
93,72
94,31
95,15
96,29
97,83
98,78
99,7
100,98
101,38
102,92
103,32
104,40
105,30
106,72
107,70
108,77
109,98
110,32
111,5
112,48
113,87
114,5
115,86
116,5
117,56
118,14
119,41
120,96
121,33
122,71
123,4
124,19
125,57
126,31
127,68
128,77
129,87
130,25
131,69
132,39
133,58
134,81
135,93
136,15
137,96
138,62
139,13
140,45
141,64
142,60
143,19
144,7
145,85
146,60
147,59
148,98
149,96
150,82
151,48
152,11
153,62
154,34
155,87
156,99
157,27
158,99
159,79
160,15
161,61
162,60
163,65
164,93
165,68
166,90
167,69
168,29
169,61
170,48
171,24
172,70
173,89
174,23
175,23
176,40
177,14
178,3
179,79
180,99
181,7
182,73
183,29
184,45
185,83
186,18
187,60
188,49
189,34
190,63
191,2
192,93
193,9
194,51
195,91
196,29
197,93
198,90
199,57
200,25
201,83
202,87
203,62
204,80
205,75
206,90
207,45
208,85
209,43
210,64
211,39
212,84
213,98
214,55
215,91
216,57
217,87
218,53
219,65
220,74
221,23
222,6
223,46
224,15
225,3
226,80
227,31
228,63
229,65
230,45
231,40
232,7
233,1
234,15
235,65
236,6
237,40
238,53
239,1
240,60
241,60
242,13
243,18
244,20
245,17
246,74
247,78
248,72
249,60
250,37
251,45
252,36
253,90
254,8
255,93
256,78
257,88
258,38
259,86
260,5
261,20
262,35
263,46
264,4
265,41
266,64
267,90
268,57
269,10
270,40
271,93
272,19
273,19
274,48
275,33
276,37
277,8
278,43
279,38
280,16
281,93
282,99
283,92
284,37
285,43
286,28
287,45
288,48
289,57
290,62
291,87
292,51
293,87
294,96
295,63
296,1
297,22
298,26
299,13
300,78
301,95
302,92
303,20
304,52
305,21
306,82
307,19
308,25
309,79
310,64
311,57
312,74
313,31
314,84
315,53
316,43
317,23
318,57
319,86
320,47
321,7
322,44
323,2
324,41
325,25
326,26
327,41
328,79
329,63
330,87
331,67
332,35
333,54
334,13
335,67
336,20
337,12
338,79
339,59
340,51
341,83
342,84
343,85
344,26
345,40
346,5
347,47
348,67
349,44
350,30
351,65
352,75
353,13
354,10
355,29
356,41
357,85
358,27
359,7
360,66
361,87
362,31
363,67
364,7
365,20
366,38
367,54
368,56
369,78
370,9
371,44
372,7
373,22
374,16
375,70
376,19
377,51
378,11
379,99
380,63
381,64
382,3
383,52
384,91
385,33
386,83
387,27
388,24
389,81
390,70
391,59
392,71
393,10
394,79
395,4
396,63
397,20
398,26
399,91
400,82
401,99
402,76
403,58
404,63
405,75
406,69
407,99
408,15
409,46
410,50
411,7
412,29
413,82
414,80
415,73
416,24
417,51
418,65
419,88
420,95
421,42
422,49
423,6
424,97
425,62
426,50
427,55
428,73
429,77
430,48
431,4
432,78
433,58
434,24
435,84
436,33
437,88
438,52
439,18
440,97
441,58
442,11
443,28
444,52
445,63
446,0
447,62
448,10
449,31
450,34
451,7
452,45
453,57
454,1
455,90
456,4
457,93
458,49
459,24
460,23
461,28
462,74
463,56
464,48
465,34
466,39
467,50
468,43
469,67
470,4
471,13
472,1
473,21
474,49
475,64
476,79
477,69
478,70
479,17
480,80
481,40
482,1
483,63
484,43
485,26
486,20
487,85
488,38
489,52
490,84
491,97
492,44
493,11
494,1
495,75
496,17
497,42
498,93
499,71
