# Edges: fromIndex, toIndex, edgeCost
0,1,86
0,9,44
0,10,97
0,12,122
0,14,66
0,15,51
0,17,19
0,18,108
0,19,37
0,20,15
0,22,95
0,24,125
0,25,97
0,28,17
0,29,97
0,33,20
0,35,77
0,38,20
0,39,98
0,43,42
0,47,116
0,48,44
0,50,58
0,51,94
0,54,16
0,55,66
0,57,74
0,60,1
0,61,115
0,62,58
0,66,51
0,68,32
0,70,42
0,74,75
0,75,85
0,78,53
0,80,101
0,81,104
0,84,87
0,85,71
0,88,86
0,90,119
0,92,103
0,100,102
0,101,93
0,102,72
0,103,20
0,111,11
0,117,71
0,120,66
0,121,93
0,123,44
0,128,48
0,131,65
0,133,103
0,135,57
0,136,93
0,138,10
0,140,54
0,142,63
0,144,69
0,146,82
0,147,70
0,148,26
0,150,62
0,151,90
0,152,99
0,153,36
0,156,91
0,157,20
0,158,88
0,160,80
0,161,42
0,162,49
0,163,101
0,165,61
0,170,43
0,175,48
0,177,62
0,179,97
0,181,57
0,184,100
0,185,102
0,187,43
0,188,96
0,195,32
0,199,70
0,206,96
0,208,57
0,211,50
0,214,55
0,217,83
0,220,69
0,228,11
0,231,85
0,237,97
0,241,89
0,243,116
0,245,55
0,246,28
0,247,85
0,249,112
0,250,49
0,251,26
0,252,19
0,255,113
0,261,60
0,262,65
0,263,109
0,265,71
0,268,68
0,271,76
0,276,85
0,277,119
0,280,61
0,288,74
0,289,33
0,292,110
0,294,70
0,297,110
0,298,51
0,299,67
0,303,24
0,304,43
0,305,49
0,307,67
0,308,80
0,312,118
0,313,50
0,314,97
0,319,89
0,321,66
0,324,63
0,325,51
0,327,96
0,329,111
0,334,123
0,336,72
0,337,78
0,338,42
0,339,14
0,340,58
0,341,46
0,347,88
0,348,19
0,349,102
0,351,12
0,352,120
0,353,75
0,358,26
0,359,40
0,360,77
0,362,96
0,364,59
0,366,74
0,374,22
0,375,60
0,377,115
0,383,38
0,387,66
0,388,96
0,390,31
0,392,101
0,396,63
0,397,63
0,400,68
0,402,83
0,407,88
0,408,54
0,410,84
0,412,77
0,419,108
0,426,94
0,427,46
0,429,67
0,435,101
0,440,79
0,441,51
0,443,36
0,444,31
0,446,17
0,449,37
0,450,74
0,451,53
0,452,93
0,453,104
0,455,48
0,457,17
0,466,74
0,468,73
0,474,43
0,475,57
0,479,58
0,481,54
0,482,53
0,484,106
0,490,69
0,491,88
0,492,62
0,493,105
0,495,82
0,500,83
0,504,104
0,506,120
0,508,30
0,509,45
0,511,83
0,513,76
0,515,74
0,516,53
0,517,69
0,522,33
0,523,78
0,524,20
0,525,77
0,529,50
0,530,37
0,532,49
0,533,92
0,534,110
0,535,39
0,537,16
0,538,30
0,539,82
0,540,89
0,541,36
0,542,69
0,544,92
0,545,68
0,547,19
