# Edges: fromIndex, toIndex, edgeCost
0,2,82
0,3,82
0,11,82
0,21,10
0,28,46
0,31,35
0,33,68
0,47,77
0,52,66
0,53,60
0,59,11
0,61,27
0,62,71
0,68,65
0,72,46
0,73,101
0,80,64
0,84,13
0,86,87
0,107,95
0,111,98
0,114,33
0,117,76
0,118,119
0,119,80
0,123,14
0,124,53
0,125,94
0,127,97
0,130,118
0,132,50
0,143,95
0,148,73
0,161,17
0,176,22
0,184,63
0,188,48
0,198,70
0,203,104
0,208,31
0,216,118
0,225,45
0,226,99
0,237,68
0,251,64
0,257,88
0,263,93
0,265,97
0,270,65
0,271,86
0,274,96
0,279,61
0,281,56
0,282,107
0,283,81
0,285,99
0,288,84
0,293,81
0,296,78
0,298,37
0,307,77
0,322,48
0,325,58
0,328,9
0,335,13
0,337,46
0,339,93
0,352,72
0,358,67
0,361,15
0,362,50
0,363,12
0,376,105
0,378,8
0,379,14
0,386,50
0,388,21
0,392,67
0,393,76
0,394,104
0,395,63
0,396,50
0,397,53
0,419,68
0,432,14
0,437,80
0,438,10
0,440,88
0,448,58
0,456,66
0,462,78
0,465,44
0,477,64
0,478,85
0,483,63
0,495,12
0,496,87
0,498,66
0,500,74
0,509,70
0,524,102
0,529,65
0,532,80
0,534,72
0,541,96
0,551,26
0,552,41
0,553,100
0,556,13
0,567,77
0,572,65
0,580,27
0,581,64
0,582,92
0,588,84
0,589,69
0,597,70
0,600,79
0,609,60
0,617,37
0,621,50
0,623,103
0,625,30
0,626,109
0,629,15
0,631,92
0,633,38
0,635,38
0,638,87
0,643,104
0,659,84
0,660,27
0,661,78
0,674,86
0,677,51
0,678,57
0,684,39
0,687,69
0,688,19
0,689,104
0,692,91
0,694,86
0,696,72
0,701,11
0,702,11
0,707,85
0,709,86
0,714,41
0,715,12
0,724,53
0,728,30
0,731,87
0,739,45
0,741,2
0,743,34
0,746,48
0,748,34
0,749,82
0,755,91
0,757,42
0,758,73
0,764,47
0,766,102
0,768,66
0,776,69
0,779,66
0,783,70
0,785,4
0,791,87
0,796,59
0,799,110
0,801,81
0,810,92
0,811,39
0,812,22
0,820,35
0,821,84
0,826,74
0,827,65
0,830,76
0,839,19
0,848,84
0,850,53
0,851,61
0,853,48
0,860,31
0,863,60
0,870,109
0,875,31
0,877,26
0,878,39
0,881,82
0,882,68
0,890,63
0,891,107
0,898,63
0,899,95
0,901,69
0,905,71
0,909,35
0,915,65
0,923,52
0,928,37
0,933,48
0,938,94
0,942,11
0,943,62
0,958,96
0,961,92
0,964,15
0,978,84
0,988,87
1,3,42
1,5,56
1,11,31
1,15,39
1,31,26
1,39,35
1,42,31
1,48,32
1,55,21
1,59,58
1,60,30
1,65,43
1,72,24
1,73,51
1,76,33
1,81,22
1,82,34
1,84,52
1,98,68
1,101,44
1,112,8
1,115,31
1,124,15
1,125,44
1,131,48
1,134,26
1,136,25
1,147,38
1,149,22
1,151,40
1,153,33
1,160,47
1,162,49
1,163,56
1,173,45
1,174,38
1,180,13
1,181,62
1,186,35
1,187,38
1,190,44
1,193,53
1,204,48
1,206,31
1,208,46
1,210,35
1,212,45
1,216,66
1,221,29
1,226,47
1,228,9
1,233,38
1,234,11
1,237,47
1,238,46
1,244,45
1,254,45
1,256,58
1,266,46
1,281,48
1,282,55
1,292,35
1,293,45
1,304,53
1,317,53
1,323,61
1,334,40
1,336,15
1,338,41
1,346,12
1,348,56
1,352,53
1,353,41
1,365,57
1,370,25
1,372,34
1,373,6
1,377,21
1,385,9
1,390,31
1,395,41
1,408,45
1,409,13
1,412,30
1,413,47
1,418,10
1,419,17
1,422,50
1,426,26
1,428,59
1,433,57
1,434,42
1,440,50
1,447,51
1,449,44
1,451,39
1,462,41
1,463,46
1,464,19
1,475,19
1,488,40
1,495,43
1,497,15
1,501,29
1,503,26
1,506,27
1,510,22
1,512,43
1,518,61
1,519,18
1,529,39
1,540,46
1,542,50
1,549,39
1,563,24
1,571,26
1,575,58
1,577,14
1,586,29
1,590,36
1,592,24
1,593,18
1,597,48
1,607,19
1,612,42
1,617,36
1,623,50
1,627,32
1,632,34
1,633,48
1,639,40
1,646,44
1,653,39
1,659,44
1,667,44
1,671,53
1,672,61
1,675,52
1,686,24
1,696,57
1,700,35
1,703,31
1,707,36
1,710,37
1,713,40
1,714,39
1,718,33
1,724,0
1,728,34
1,733,28
1,740,43
1,759,46
1,760,47
1,764,35
1,766,49
1,770,16
1,778,25
1,779,56
1,780,25
1,783,54
1,795,29
1,801,37
1,817,8
1,822,19
1,828,21
1,830,36
1,832,22
1,844,37
1,848,34
1,849,10
1,861,42
1,862,42
1,880,62
1,885,14
1,888,55
1,890,54
1,892,40
1,897,14
1,899,43
1,904,54
1,913,14
1,916,43
1,919,53
1,922,42
1,924,14
1,927,49
1,932,15
1,939,17
1,940,40
1,963,26
1,971,54
1,973,31
1,976,49
1,982,47
1,984,62
1,999,31
2,4,86
2,6,68
2,12,93
2,29,106
2,39,98
2,41,81
2,48,37
2,50,66
2,53,75
2,55,50
2,58,74
2,63,53
2,65,106
2,73,100
2,77,109
2,79,95
2,80,29
2,89,69
2,90,31
2,91,86
2,93,68
2,103,73
2,107,78
2,112,71
2,118,92
2,119,81
2,126,40
2,130,98
2,150,107
2,152,75
2,167,13
2,175,81
2,177,61
2,178,115
2,181,88
2,184,116
2,187,101
2,189,37
2,197,54
2,205,62
2,211,69
2,214,100
2,216,92
2,223,97
2,228,69
2,229,31
2,239,69
2,243,95
2,244,20
2,246,95
2,249,21
2,253,25
2,271,19
2,277,81
2,280,76
2,281,110
2,284,69
2,306,12
2,308,40
2,316,60
2,318,68
2,320,89
2,323,94
2,325,28
2,327,111
2,329,17
2,346,64
2,357,58
2,360,57
2,366,69
2,374,51
2,381,57
2,383,12
2,387,104
2,388,62
2,393,34
2,394,84
2,395,106
2,396,31
2,398,84
2,405,93
2,407,112
2,408,19
2,410,61
2,411,88
2,412,35
2,414,86
2,419,76
2,422,111
2,431,122
2,435,92
2,442,60
2,451,39
2,467,94
2,469,91
2,472,91
2,477,19
2,503,50
2,504,57
2,508,68
2,523,85
2,525,61
2,528,78
2,538,112
2,539,44
2,540,21
2,541,60
2,547,70
2,548,94
2,561,108
2,569,82
2,571,73
2,573,41
2,580,82
2,590,101
2,594,113
2,595,28
2,601,108
2,607,75
2,613,32
2,617,93
2,618,29
2,622,78
2,629,87
2,635,82
2,640,50
2,644,54
2,646,95
2,648,31
2,650,96
2,657,63
2,661,49
2,662,103
2,668,58
2,671,117
2,672,6
2,680,30
2,681,117
2,683,34
2,684,85
2,685,54
2,700,31
2,706,48
2,709,12
2,714,41
2,717,75
2,719,104
2,721,105
