# Every line that begins with # is a comment
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Vertices: Index, Square
0,67
1,62
2,13
3,14
4,42
5,39
6,74
7,90
8,19
9,90
10,1
11,68
12,35
13,87
14,7
15,45
16,48
17,23
18,27
19,93
20,60
21,10
22,79
23,28
24,77
25,73
26,10
27,43
28,14
29,44
30,70
31,66
32,37
33,67
34,68
35,53
36,98
37,17
38,97
39,57
40,81
41,10
42,85
43,51
44,55
45,27
46,20
47,63
48,83
49,80
50,49
51,21
52,12
53,99
54,61
55,31
56,98
57,54
58,36
59,51
60,7
61,35
62,22
63,60
64,49
65,71
66,60
67,46
68,18
69,97
70,17
71,33
72,74
73,81
74,95
75,24
76,21
77,50
78,3
79,42
80,36
81,58
82,84
83,53
84,7
85,96
86,36
87,11
88,1
89,96
90,61
91,2
92,25
93,4
94,38
95,13
96,12
97,83
98,15
99,32
