# Edges: fromIndex, toIndex, edgeCost
0,2,91
0,3,36
0,7,51
0,9,43
0,12,95
0,14,92
0,17,56
0,18,37
0,22,88
0,27,32
0,32,13
0,37,21
0,46,81
0,50,74
0,51,66
0,54,55
0,56,94
0,62,30
0,69,112
0,73,59
0,84,29
0,94,36
0,99,16
0,104,86
0,107,47
0,111,83
0,125,77
0,126,8
0,128,64
0,129,84
0,140,39
0,141,38
0,144,79
0,147,65
0,150,39
0,151,86
0,159,68
0,175,16
0,177,71
0,183,95
0,188,80
0,195,43
0,198,54
0,209,75
0,219,38
0,229,73
0,237,66
0,245,18
0,251,81
0,252,93
0,266,38
0,267,47
0,276,55
0,278,18
0,283,36
0,286,28
0,287,62
0,298,39
0,299,38
0,301,65
0,303,77
0,306,43
0,321,36
0,339,92
0,341,74
0,342,33
0,343,32
0,350,98
0,357,90
0,362,66
0,364,43
0,368,56
0,375,103
0,376,84
0,380,76
0,382,76
0,389,49
0,399,68
0,405,59
0,419,77
0,420,42
0,425,30
0,433,59
0,435,19
0,437,18
0,443,49
0,449,24
0,453,78
0,456,22
0,459,60
0,461,22
0,477,90
0,478,77
0,480,62
0,494,73
0,495,77
1,25,3
1,31,33
1,42,37
1,43,46
1,48,13
1,49,48
1,53,50
1,58,25
1,59,11
1,67,32
1,72,61
1,76,18
1,80,21
1,81,70
1,82,52
1,89,57
1,91,45
1,92,27
1,96,60
1,105,64
1,113,12
1,119,35
1,121,49
1,125,24
1,128,43
1,130,53
1,133,46
1,134,33
1,148,62
1,150,33
1,151,25
1,155,44
1,158,18
1,162,48
1,169,44
1,173,49
1,190,15
1,200,42
1,203,54
1,205,33
1,207,9
1,208,21
1,214,24
1,215,19
1,224,23
1,228,19
1,230,52
1,236,33
1,237,16
1,245,46
1,247,52
1,254,29
1,269,62
1,279,43
1,285,64
1,288,41
1,295,29
1,296,46
1,297,19
1,299,39
1,302,9
1,304,44
1,316,42
1,319,35
1,323,67
1,326,35
1,329,51
1,339,45
1,341,15
1,343,30
1,345,6
1,348,33
1,349,36
1,351,72
1,368,58
1,369,45
1,373,43
1,376,35
1,383,11
1,399,7
1,401,45
1,405,28
1,423,25
1,427,43
1,435,48
1,437,52
1,440,40
1,442,33
1,445,30
1,447,24
1,452,8
1,458,63
1,461,40
1,464,33
1,465,16
1,471,35
1,472,48
1,473,34
1,481,30
1,490,32
2,6,91
2,15,60
2,30,24
2,31,8
2,32,90
2,37,99
2,40,39
2,44,19
2,45,86
2,48,28
2,62,68
2,65,90
2,66,57
2,71,104
2,93,37
2,96,101
2,102,60
2,109,35
2,112,101
2,124,71
2,125,55
2,128,36
2,133,62
2,141,58
2,142,72
2,144,68
2,150,74
2,153,54
2,156,71
2,158,25
2,159,38
2,163,58
2,167,64
2,168,81
2,169,48
2,177,80
2,179,98
2,202,46
2,204,79
2,208,22
2,214,58
2,215,49
2,223,37
2,226,73
2,230,93
2,236,59
2,245,82
2,246,37
2,252,32
2,254,71
2,286,69
2,288,73
2,292,87
2,293,82
2,297,52
2,298,62
2,299,80
2,305,23
2,308,67
2,313,107
2,322,52
2,329,10
2,332,9
2,333,10
2,334,60
2,335,70
2,341,26
2,346,72
2,362,30
2,365,37
2,370,70
2,376,7
2,393,56
2,394,79
2,398,27
2,423,66
2,424,108
2,427,3
2,430,109
2,431,80
2,447,41
2,454,22
2,455,13
2,459,119
2,462,77
2,463,49
2,467,102
2,469,62
2,474,67
2,475,85
2,480,46
2,483,11
2,484,50
2,486,91
2,490,46
2,492,82
3,5,24
3,16,12
3,19,62
3,22,53
3,28,48
3,29,19
3,38,40
3,39,39
3,45,30
3,47,21
3,48,43
3,49,50
3,50,42
3,54,50
3,57,19
3,61,64
3,64,75
3,66,31
3,81,47
3,91,57
3,95,49
3,97,29
3,108,46
3,110,27
3,124,49
3,127,35
3,132,36
3,136,32
3,139,29
3,144,43
3,147,57
3,149,37
3,162,73
3,169,49
3,171,52
3,172,39
3,182,45
3,187,57
3,192,31
3,195,43
3,198,41
3,202,24
3,205,60
3,211,38
3,220,35
3,225,16
3,229,38
3,230,40
3,238,28
3,245,18
3,246,54
3,249,21
3,252,61
3,254,18
3,258,42
3,259,33
3,260,48
3,262,57
3,263,63
3,283,36
3,284,72
3,299,12
3,300,35
3,304,45
3,312,18
3,322,36
3,325,55
3,326,64
3,330,23
3,334,47
3,344,21
3,357,62
3,359,42
3,366,13
3,367,28
3,371,9
3,381,22
3,385,41
3,396,48
3,401,29
3,405,43
3,421,30
3,431,49
3,432,24
3,434,17
3,439,69
3,440,69
3,441,32
3,455,71
3,457,20
3,465,45
3,485,43
3,491,54
3,492,41
3,496,28
4,15,43
4,18,14
4,19,62
4,20,84
4,21,104
4,22,53
4,33,89
4,47,22
4,50,70
4,51,53
4,61,75
4,62,39
4,65,28
4,73,16
4,74,103
4,76,43
4,80,69
4,90,74
4,91,62
4,97,64
4,98,38
4,99,35
4,103,79
4,105,63
4,107,11
4,109,68
4,110,27
4,118,82
4,124,78
4,126,53
4,132,21
4,136,17
4,141,47
4,143,57
4,144,51
4,152,30
4,157,63
4,158,77
4,160,39
4,167,64
4,171,75
4,172,14
4,184,67
4,185,87
4,206,61
4,207,67
4,211,22
4,212,30
4,220,57
4,221,41
4,224,45
4,225,30
4,235,71
4,237,74
4,239,54
4,240,57
4,241,55
4,252,86
4,256,36
4,266,17
4,273,41
4,275,67
4,282,69
4,284,104
4,290,74
4,294,29
4,301,27
4,303,94
4,305,93
4,310,34
4,320,84
4,326,88
4,329,111
4,330,20
4,342,36
4,346,32
4,351,14
4,363,72
4,367,43
4,371,43
4,373,16
4,374,33
4,377,78
4,378,85
4,381,13
4,392,53
4,403,90
4,410,55
4,412,93
4,416,18
4,417,10
4,419,59
4,423,34
4,427,103
4,435,33
4,443,58
4,445,80
4,448,35
4,450,85
4,460,75
4,467,21
4,476,11
4,479,96
4,490,71
4,495,40
4,496,33
4,497,66
5,9,42
5,16,31
5,22,29
5,27,69
5,28,36
5,30,46
5,45,54
5,53,31
5,54,66
5,63,59
5,70,39
5,77,23
5,82,80
5,98,8
5,99,43
5,100,31
5,101,61
5,102,54
5,105,68
5,107,25
5,110,10
5,119,14
5,127,49
5,129,61
5,132,23
5,138,41
5,139,51
5,145,44
5,151,47
5,157,27
5,161,65
5,173,22
5,174,16
5,176,76
5,187,33
5,193,19
5,194,49
5,196,45
5,199,58
5,213,54
5,214,32
5,217,83
5,222,51
5,234,53
5,236,44
5,248,32
5,255,43
5,258,59
5,269,38
5,274,46
5,277,18
5,278,43
5,279,37
5,287,26
5,288,42
5,291,63
5,293,25
5,294,23
5,295,29
5,299,23
5,305,57
5,312,17
5,313,39
5,316,15
5,317,15
5,322,20
5,333,64
5,344,43
5,353,47
5,354,33
5,359,22
5,363,62
5,364,36
5,371,23
5,374,14
5,377,79
5,378,53
5,379,58
5,382,55
5,390,36
5,394,56
5,398,64
5,401,19
5,407,13
5,414,28
5,426,50
5,428,39
5,438,49
5,443,34
5,447,37
5,462,28
5,467,47
5,486,23
5,491,53
5,495,20
6,10,38
6,11,81
6,18,26
6,25,47
6,33,74
6,34,55
6,35,26
6,38,60
6,42,84
6,44,80
6,48,62
6,51,39
6,52,20
6,59,54
6,60,40
6,62,42
6,67,58
6,72,78
6,73,4
6,74,97
6,77,43
6,86,61
6,91,42
6,99,46
6,112,10
6,115,58
6,124,84
6,125,41
6,126,64
6,128,88
6,141,45
6,142,55
6,144,32
6,150,28
6,155,70
6,157,47
6,161,87
6,162,98
6,163,56
6,171,85
6,178,62
6,179,12
6,185,74
6,186,83
6,194,66
6,198,23
6,200,8
6,213,72
6,218,94
6,227,76
6,229,19
6,234,75
6,236,59
6,249,55
6,251,91
6,253,66
6,263,63
6,274,46
6,276,30
6,279,49
6,284,94
6,287,48
6,295,42
6,299,26
6,301,8
6,303,87
6,315,23
6,316,10
6,317,29
6,334,42
6,344,56
6,348,26
6,355,50
6,364,55
6,380,65
6,386,58
6,388,16
6,389,26
6,394,65
6,399,51
6,404,84
6,406,64
6,426,31
6,428,57
6,429,16
6,436,44
6,439,85
6,453,39
6,459,34
6,464,83
6,465,62
6,469,29
6,470,95
6,474,48
6,477,96
6,479,83
6,480,45
6,486,8
6,490,70
6,493,23
6,495,19
6,496,48
6,497,76
7,16,26
7,26,14
7,31,63
7,41,48
7,43,51
7,44,64
7,53,40
7,59,32
7,63,56
7,65,25
7,68,40
7,73,21
7,83,34
7,98,8
7,99,34
7,100,40
7,101,52
7,102,48
7,107,18
7,108,54
7,110,11
7,115,43
7,120,25
7,135,68
7,141,24
7,142,38
7,145,46
7,155,50
7,163,49
7,168,60
7,183,75
7,197,46
7,198,35
7,199,58
7,203,46
7,204,9
7,210,12
7,213,51
7,218,73
7,220,51
7,236,39
7,238,39
7,251,70
7,252,57
7,261,17
7,263,54
7,265,42
7,268,80
7,271,55
7,272,41
7,279,46
7,287,29
7,290,52
7,298,18
7,302,30
7,305,63
7,314,57
7,316,18
7,318,17
7,319,62
7,324,63
7,337,40
7,341,45
7,342,19
7,344,37
7,351,43
7,359,31
7,361,73
7,363,57
7,365,34
7,369,74
7,384,71
7,386,40
7,390,45
7,396,63
7,399,33
7,406,42
7,407,7
7,409,14
7,415,76
7,425,22
7,432,28
7,435,32
7,436,47
7,443,32
7,447,44
7,448,20
7,454,50
7,468,58
7,473,26
7,474,46
7,480,26
7,481,0
7,483,82
7,489,43
7,491,56
7,498,18
7,499,39
8,20,72
8,25,36
8,33,37
8,39,18
8,46,75
8,48,24
8,58,12
8,61,68
8,66,43
8,79,44
8,80,43
8,91,73
8,93,39
8,97,36
8,98,54
8,101,77
8,104,14
8,112,93
8,116,16
8,117,31
8,120,58
8,122,83
8,123,58
8,129,9
8,146,40
8,155,49
8,156,58
8,165,11
8,166,51
8,167,49
8,176,15
8,178,64
8,179,89
8,183,18
8,184,53
8,187,79
8,194,35
8,197,29
8,198,97
8,199,15
8,201,14
8,210,65
8,212,73
8,221,57
8,222,26
8,223,23
8,230,86
8,241,73
8,243,63
8,245,68
8,246,23
8,250,84
8,256,75
8,262,48
8,266,95
8,268,23
8,275,58
8,280,78
8,288,60
8,293,79
