# Every line that begins with # is a comment
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Vertices: Index, Square
0,30
1,46
2,18
3,53
4,81
5,75
6,93
7,64
8,17
9,80
10,77
11,12
12,19
13,95
14,69
15,65
16,43
17,25
18,71
19,97
20,0
21,19
22,97
23,75
24,79
25,46
26,53
27,11
28,58
29,73
30,38
31,28
32,50
33,49
34,57
35,75
36,57
37,60
38,37
39,36
40,5
41,23
42,6
43,89
44,39
45,40
46,86
47,73
48,37
49,96
50,47
51,66
52,74
53,97
54,4
55,52
56,78
57,72
58,27
59,35
60,52
61,89
62,43
63,14
64,9
65,94
66,23
67,69
68,35
69,99
70,37
71,92
72,10
73,83
74,7
75,52
76,54
77,45
78,84
79,54
80,58
81,91
82,9
83,96
84,52
85,79
86,24
87,73
88,71
89,99
90,79
91,88
92,68
93,58
94,53
95,2
96,92
97,24
98,64
99,51
100,78
101,30
102,23
103,15
104,7
105,20
106,30
107,72
108,16
109,35
110,84
111,48
112,93
113,55
114,73
115,31
116,8
117,39
118,0
119,86
120,42
121,8
122,95
123,76
124,1
125,67
126,30
127,70
128,5
129,18
130,98
131,27
132,93
133,12
134,74
135,7
136,83
137,51
138,32
139,50
140,13
141,43
142,32
143,33
144,86
145,37
146,56
147,5
148,2
149,82
150,63
151,48
152,94
153,44
154,97
155,22
156,42
157,67
158,37
159,46
160,40
161,17
162,8
163,79
164,78
165,18
166,65
167,22
168,99
169,4
170,26
171,10
172,93
173,94
174,76
175,20
176,8
177,85
178,31
179,92
180,44
181,87
182,16
183,19
184,68
185,38
186,2
187,97
188,86
189,0
190,35
191,6
192,66
193,54
194,24
195,80
196,70
197,24
198,91
199,15
200,83
201,18
202,45
203,97
204,74
205,59
206,77
207,36
208,38
209,95
210,63
211,93
212,84
213,14
214,43
215,34
216,10
217,0
218,7
219,33
220,20
221,65
222,38
223,25
224,43
225,51
226,31
227,13
228,48
229,85
230,94
231,31
232,11
233,5
234,27
235,10
236,33
237,36
238,24
239,87
240,67
241,87
242,29
243,63
244,92
245,51
246,5
247,3
248,92
249,34
250,71
251,7
252,49
253,21
254,64
255,98
256,50
257,11
258,14
259,40
260,3
261,55
262,69
263,69
264,69
265,40
266,70
267,63
268,19
269,91
270,25
271,38
272,91
273,40
274,50
275,11
276,90
277,73
278,51
279,88
280,97
281,79
282,12
283,70
284,19
285,20
286,12
287,46
288,42
289,93
290,89
291,18
292,96
293,96
294,94
295,43
296,97
297,44
298,53
299,62
300,66
301,84
302,45
303,17
304,96
305,39
306,44
307,81
308,64
309,42
310,50
311,32
312,55
313,92
314,99
315,72
316,84
317,76
318,55
319,39
320,59
321,23
322,66
323,10
324,18
325,48
326,59
327,78
328,8
329,9
330,61
331,19
332,28
333,29
334,77
335,53
336,80
337,32
338,36
339,8
340,20
341,37
342,53
343,33
344,32
345,55
346,74
347,86
348,63
349,39
350,97
351,80
352,23
353,49
354,47
355,68
356,2
357,39
358,98
359,77
360,28
361,7
362,36
363,12
364,34
365,46
366,54
367,65
368,92
369,19
370,21
371,44
372,59
373,73
374,64
375,79
376,18
377,0
378,27
379,12
380,37
381,72
382,27
383,36
384,7
385,26
386,47
387,3
388,74
389,81
390,78
391,63
392,30
393,55
394,31
395,53
396,2
397,52
398,6
399,46
400,24
401,83
402,53
403,28
404,29
405,15
406,24
407,64
408,29
409,72
410,45
411,12
412,28
413,83
414,44
415,0
416,62
417,71
418,67
419,67
420,63
421,71
422,63
423,64
424,80
425,62
426,90
427,18
428,34
429,95
430,81
431,96
432,45
433,75
434,42
435,51
436,98
437,21
438,99
439,39
440,29
441,81
442,23
443,35
444,73
445,59
446,9
447,58
448,52
449,42
450,28
451,34
452,36
453,77
454,38
455,29
456,60
457,55
458,60
459,90
460,15
461,42
462,97
463,4
464,17
465,47
466,14
467,70
468,59
469,65
470,7
471,86
472,95
473,86
474,88
475,97
476,71
477,8
478,77
479,29
480,56
481,64
482,94
483,9
484,4
485,20
486,94
487,76
488,76
489,78
490,14
491,28
492,20
493,96
494,37
495,95
496,50
497,20
498,85
499,23
