# Edges: fromIndex, toIndex, edgeCost
0,31,11
0,34,40
0,45,55
0,55,14
0,61,44
0,70,83
0,90,62
0,94,73
0,96,43
0,98,78
0,107,36
0,108,52
0,117,38
0,130,69
0,134,49
0,162,48
0,168,39
0,174,87
0,198,76
1,4,16
1,32,67
1,34,42
1,35,103
1,36,40
1,57,21
1,67,99
1,86,62
1,87,69
1,93,26
1,114,21
1,133,26
1,143,16
1,157,29
1,173,43
1,178,35
1,183,6
1,189,20
1,190,24
1,196,14
1,199,71
2,6,16
2,8,57
2,28,82
2,34,60
2,37,65
2,41,49
2,44,87
2,72,99
2,81,96
2,103,85
2,107,80
2,115,108
2,138,84
2,140,31
2,179,87
2,184,72
2,188,100
2,196,72
3,9,46
3,13,51
3,15,36
3,36,39
3,48,13
3,55,40
3,57,55
3,73,47
3,77,38
3,161,6
3,167,43
3,170,60
3,187,56
3,196,68
3,197,63
4,5,62
4,10,53
4,21,68
4,23,75
4,38,78
4,74,53
4,90,58
4,92,66
4,95,40
4,108,56
4,161,61
4,165,48
4,171,35
4,188,92
4,191,58
5,7,39
5,8,72
5,22,54
5,31,70
5,55,78
5,67,60
5,74,31
5,84,72
5,86,74
5,108,18
5,115,17
5,128,48
5,161,44
5,163,28
5,184,26
5,186,29
5,193,52
5,199,92
6,7,78
6,27,51
6,44,72
6,53,65
6,56,78
6,60,66
6,72,86
6,73,59
6,75,29
6,106,24
6,125,43
6,144,96
6,159,62
6,163,62
6,166,103
6,169,37
6,176,59
7,23,23
7,24,85
7,38,40
7,43,40
7,57,69
7,76,46
7,86,70
7,92,66
7,96,60
7,108,29
7,127,19
7,142,27
7,152,57
7,158,30
7,181,74
8,18,82
8,35,97
8,39,69
8,43,52
8,44,87
8,57,46
8,65,61
8,89,75
8,99,82
8,105,33
8,111,9
8,121,31
8,125,38
8,135,38
8,152,71
8,184,51
8,185,86
8,199,46
9,16,66
9,55,85
9,85,52
9,99,69
9,114,47
9,117,75
9,130,10
9,131,80
9,139,35
9,140,84
9,148,61
9,152,24
9,154,73
9,191,62
9,193,65
10,13,40
10,32,54
10,37,17
10,48,27
10,53,34
10,56,47
10,58,39
10,60,30
10,61,30
10,69,45
10,85,17
10,88,40
10,113,51
10,122,16
10,130,50
10,143,57
10,157,32
10,178,49
10,179,34
10,185,38
11,25,79
11,31,68
11,35,104
11,39,80
11,40,93
11,43,57
11,54,13
11,61,79
11,70,78
11,92,74
11,94,48
11,102,37
11,120,39
11,123,57
11,143,29
11,170,7
11,171,42
11,173,49
11,189,22
11,198,43
12,44,57
12,46,40
12,53,51
12,57,75
12,60,51
12,64,12
12,120,79
12,146,15
12,147,37
12,173,51
12,180,33
13,15,71
13,19,43
13,20,37
13,29,9
13,34,30
13,45,83
13,65,45
13,80,16
13,83,54
13,92,44
13,95,19
13,112,64
13,122,49
13,134,3
13,147,71
13,153,83
13,178,9
13,189,24
13,196,29
13,198,54
14,26,64
14,37,25
14,43,40
14,45,6
14,49,47
14,57,70
14,59,47
14,70,46
14,71,78
14,81,36
14,105,57
14,111,92
14,114,67
14,118,30
14,127,17
14,131,73
14,133,91
14,136,16
14,147,43
14,165,71
14,171,83
15,36,21
15,66,79
15,68,80
15,74,30
15,98,36
15,108,17
15,110,50
15,130,6
15,132,32
15,166,21
15,169,64
15,170,67
15,179,27
15,195,13
15,197,47
16,19,61
16,52,85
16,79,76
16,91,29
16,112,103
16,120,22
16,132,81
16,157,40
16,164,89
16,173,48
16,199,85
17,22,92
17,40,78
17,41,23
17,50,55
17,55,9
17,69,22
17,74,41
17,78,19
17,91,78
17,123,53
17,126,14
17,138,27
17,163,48
17,179,42
17,182,84
17,184,52
17,189,69
17,191,23
17,196,89
17,199,58
18,21,8
18,27,55
18,29,80
18,37,32
18,38,27
18,48,16
18,51,41
18,53,30
18,69,51
18,79,39
18,80,56
18,93,55
18,97,80
18,105,51
18,107,43
18,111,83
18,112,61
18,120,55
18,138,33
18,140,72
18,157,55
18,167,66
18,184,31
18,190,80
18,198,47
19,20,59
19,36,32
19,45,40
19,57,46
19,70,50
19,101,55
19,103,56
19,126,27
19,127,31
19,133,57
19,157,29
19,178,51
19,180,32
19,189,35
19,199,59
20,23,94
20,32,99
20,60,66
20,87,72
20,140,25
20,148,62
20,152,101
20,161,56
20,162,20
20,183,75
21,31,59
21,34,36
21,43,37
21,45,26
21,57,48
21,59,25
21,60,31
21,72,12
21,73,56
21,74,21
21,83,31
21,90,12
21,100,47
21,107,49
21,117,56
21,118,52
21,134,68
21,135,39
21,137,43
21,142,13
21,149,35
21,151,37
21,154,56
21,157,49
21,160,79
21,168,34
21,170,67
21,182,74
21,185,17
21,188,28
22,29,50
22,45,90
22,55,98
22,65,70
22,73,28
22,75,94
22,85,47
22,90,52
22,92,83
22,104,43
22,114,19
22,124,73
22,126,78
22,131,47
22,133,31
22,135,41
22,145,17
22,168,47
22,188,92
23,24,71
23,36,31
23,40,19
23,47,61
23,50,37
23,55,70
23,60,38
23,61,21
23,69,60
23,71,70
23,73,63
23,94,37
23,108,20
23,124,37
23,131,73
23,132,24
23,145,66
23,161,39
23,175,28
23,185,19
24,32,67
24,53,91
24,69,109
24,92,84
24,94,35
24,105,43
