# Every line that begins with # is a comment
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Vertices: Index, Square
0,8
1,26
2,65
3,80
4,81
5,62
6,99
7,74
8,3
9,14
10,95
11,92
12,39
13,48
14,66
15,41
16,15
17,99
18,25
19,74
20,80
21,96
22,4
23,25
24,98
25,48
26,39
27,57
28,48
29,51
30,82
31,55
32,95
33,21
34,62
35,40
36,3
37,81
38,5
39,99
40,99
41,71
42,69
43,3
44,91
45,1
46,5
47,26
48,81
49,96
50,77
51,3
52,0
53,30
54,30
55,66
56,29
57,13
58,44
59,77
60,79
61,45
62,1
63,14
64,14
65,5
66,50
67,71
68,65
69,21
70,83
71,84
72,52
73,40
74,58
75,0
76,82
77,75
78,38
79,41
80,98
81,57
82,72
83,53
84,42
85,61
86,29
87,54
88,59
89,24
90,89
91,1
92,41
93,62
94,68
95,71
96,78
97,98
98,20
99,97
100,49
101,95
102,80
103,13
104,95
105,30
106,29
107,7
108,51
109,42
110,84
111,98
112,48
113,9
114,36
115,19
116,45
117,6
118,39
119,91
120,45
121,27
122,40
123,52
124,35
125,56
126,60
127,54
128,42
129,25
130,42
131,82
132,57
133,41
134,55
135,15
136,59
137,30
138,82
139,81
140,48
141,6
142,37
143,48
144,43
145,94
146,32
147,95
148,66
149,4
150,30
151,38
152,17
153,90
154,73
155,79
156,40
157,11
158,5
159,2
160,54
161,1
162,63
163,68
164,52
165,45
166,31
167,70
168,86
169,14
170,46
171,35
172,6
173,27
174,83
175,80
176,28
177,66
178,5
179,67
180,84
181,79
182,28
183,44
184,87
185,56
186,42
187,44
188,62
189,94
190,41
191,26
192,25
193,29
194,75
195,18
196,27
197,48
198,75
199,82
