# Every line that begins with # is a comment
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Vertices: Index, Square
0,31
1,6
2,15
3,19
4,27
5,97
6,58
7,25
8,10
9,42
10,47
11,2
12,30
13,4
14,67
15,4
16,21
17,43
18,19
19,98
20,52
21,3
22,51
23,15
24,24
25,98
26,69
27,14
28,90
29,36
30,55
31,7
32,85
33,12
34,13
35,4
36,14
37,70
38,3
39,37
40,90
41,1
42,17
43,56
44,74
45,11
46,24
47,67
48,23
49,94
50,85
51,5
52,84
53,86
54,14
55,18
56,80
57,44
58,18
59,9
60,93
61,48
62,10
63,64
64,42
65,22
66,53
67,97
68,98
69,52
70,73
71,3
72,84
73,33
74,16
75,90
76,94
77,40
78,11
79,80
80,19
81,48
82,35
83,48
84,66
85,46
86,23
87,92
88,99
89,33
90,94
91,94
92,20
93,84
94,69
95,98
96,49
97,14
98,16
99,17
100,72
101,19
102,76
103,62
104,21
105,2
106,92
107,65
108,46
109,65
110,31
111,69
112,2
113,59
114,73
115,34
116,19
117,65
118,59
119,44
120,17
121,31
122,19
123,53
124,32
125,70
126,65
127,74
128,33
129,14
130,46
131,83
132,69
133,53
134,36
135,47
136,70
137,53
138,25
139,91
140,91
141,28
142,10
143,2
144,31
145,58
146,62
147,39
148,79
149,50
150,82
151,7
152,79
153,92
154,92
155,35
156,38
157,19
158,0
159,63
160,92
161,82
162,50
163,17
164,43
165,32
166,29
167,6
168,80
169,78
170,70
171,95
172,68
173,44
174,19
175,16
176,90
177,69
178,81
179,20
180,96
181,37
182,64
183,93
184,99
185,93
186,37
187,6
188,77
189,60
190,97
191,43
192,84
193,13
194,44
195,21
196,92
197,83
198,9
199,22
200,55
201,88
202,34
203,87
204,80
205,41
206,67
207,33
208,43
209,20
210,37
211,9
212,87
213,84
214,98
215,98
216,79
217,64
218,5
219,52
220,46
221,18
222,21
223,18
224,66
225,29
226,15
227,48
228,67
229,45
230,86
231,96
232,57
233,90
234,96
235,10
236,1
237,9
238,63
239,8
240,3
241,65
242,75
243,88
244,32
245,88
246,43
247,4
248,78
249,9
250,67
251,95
252,26
253,36
254,21
255,31
256,68
257,72
258,62
259,26
260,65
261,5
262,86
263,19
264,78
265,15
266,21
267,84
268,0
269,30
270,33
271,41
272,40
273,90
274,69
275,50
276,50
277,2
278,22
279,39
280,69
281,70
282,80
283,74
284,73
285,5
286,39
287,51
288,13
289,59
290,82
291,49
292,57
293,64
294,36
295,21
296,27
297,51
298,45
299,97
300,76
301,47
302,83
303,58
304,86
305,67
306,69
307,29
308,48
309,22
310,5
311,90
312,80
313,12
314,35
315,15
316,48
317,59
318,98
319,93
320,37
321,72
322,85
323,76
324,11
325,26
326,85
327,87
328,14
329,95
330,69
331,64
332,39
333,89
334,52
335,87
336,81
337,23
338,34
339,54
340,8
341,24
342,45
343,71
344,67
345,11
346,94
347,54
348,26
349,38
350,52
351,52
352,59
353,44
354,87
355,36
356,42
357,27
358,25
359,85
360,50
361,31
362,56
363,80
364,61
365,8
366,45
367,55
368,99
369,27
370,0
371,19
372,12
373,7
374,71
375,64
376,43
377,15
378,22
379,58
380,49
381,7
382,11
383,41
384,11
385,29
386,76
387,99
388,21
389,57
390,76
391,27
392,34
393,77
394,43
395,6
396,70
397,4
398,59
399,26
400,40
401,70
402,36
403,26
404,28
405,12
406,33
407,53
408,89
409,52
410,97
411,19
412,1
413,54
414,41
415,33
416,65
417,75
418,26
419,86
420,29
421,63
422,4
423,26
424,96
425,10
426,53
427,13
428,73
429,82
430,27
431,91
432,85
433,70
434,13
435,37
436,1
437,94
438,22
439,89
440,37
441,39
442,91
443,80
444,29
445,91
446,60
447,24
448,96
449,32
450,71
451,97
452,28
453,37
454,81
455,70
456,2
457,49
458,25
459,60
460,28
461,77
462,60
463,31
464,43
465,89
466,76
467,35
468,90
469,41
470,18
471,16
472,33
473,66
474,21
475,12
476,99
477,66
478,98
479,88
480,83
481,86
482,51
483,20
484,20
485,40
486,92
487,32
488,38
489,62
490,57
491,29
492,70
493,34
494,21
495,85
496,16
497,23
498,11
499,5
500,66
501,29
502,57
503,66
504,57
505,97
506,26
507,59
508,19
509,9
510,99
511,82
512,65
513,97
514,55
515,87
516,66
517,63
518,91
519,46
520,7
521,4
522,62
523,56
524,22
525,0
526,8
527,68
528,67
529,73
530,48
531,40
532,17
533,90
534,14
535,96
536,39
537,76
538,57
539,97
540,94
541,62
542,44
543,41
544,59
545,58
546,74
547,81
548,56
549,80
550,28
551,0
552,49
553,17
554,33
555,52
556,56
557,50
558,48
559,26
560,55
561,10
562,62
563,59
564,8
565,39
566,84
567,29
568,60
569,51
570,9
571,48
572,65
573,59
574,95
575,97
576,27
577,68
578,47
579,15
580,6
581,96
582,53
583,87
584,5
585,82
586,58
587,57
588,0
589,4
590,1
591,65
592,44
593,69
594,21
595,53
596,36
597,18
598,50
599,8
600,77
601,66
602,76
603,23
604,36
605,23
606,8
607,8
608,51
609,35
610,73
611,90
612,46
613,49
614,37
615,79
616,79
617,28
618,12
619,50
620,0
621,49
622,88
623,77
624,9
625,38
626,52
627,47
628,18
629,33
630,16
631,60
632,60
633,42
634,52
635,94
636,85
637,2
638,67
639,31
640,97
641,52
642,59
643,69
644,41
645,63
646,68
647,78
648,83
649,31
650,98
651,44
652,33
653,54
654,24
655,19
656,36
657,52
658,77
659,11
660,18
661,9
662,39
663,49
664,30
665,20
666,68
667,45
668,21
669,86
670,54
671,52
672,16
673,29
674,16
675,11
676,28
677,17
678,7
679,7
680,33
681,73
682,32
683,10
684,58
685,92
686,28
687,88
688,42
689,50
690,99
691,64
692,99
693,30
694,75
695,11
696,85
697,61
698,23
699,73
700,54
701,63
702,41
703,8
704,53
705,31
706,25
707,57
