# Every line that begins with # is a comment
# Landscape consists of 10 "squares" by 10 "squares" (like a chessboard), indexed from 0 through 9
# Vertices: Index, Square
0,39
1,49
2,85
3,64
4,45
5,21
6,11
7,76
8,16
9,21
10,96
11,22
12,63
13,50
14,1
15,40
16,61
17,17
18,20
19,53
20,24
21,31
22,63
23,51
24,71
25,90
26,75
27,28
28,30
29,44
30,50
31,83
32,28
33,52
34,22
35,96
36,71
37,65
38,36
39,63
40,24
41,42
42,28
43,30
44,34
45,68
46,77
47,82
48,27
49,45
50,8
51,99
52,17
53,14
54,25
55,46
56,4
57,97
58,34
59,74
60,95
61,73
62,82
63,10
64,33
65,78
66,8
67,75
68,52
69,69
70,17
71,76
72,44
73,61
74,13
75,95
76,34
77,63
78,72
79,16
80,88
81,62
82,36
83,71
84,21
85,76
86,6
87,95
88,61
89,74
90,82
91,37
92,27
93,17
94,84
95,8
96,48
97,96
98,72
99,58
100,95
101,36
102,20
103,69
104,78
105,98
106,10
107,68
108,19
109,37
110,4
111,25
112,67
113,6
114,18
115,37
116,23
117,35
118,38
119,25
120,71
121,96
122,35
123,66
124,32
125,11
126,91
127,66
128,52
129,12
130,60
131,62
132,43
133,57
134,66
135,52
136,13
137,56
138,88
139,21
140,1
141,10
142,14
143,15
144,91
145,71
146,58
147,82
148,49
149,7
150,18
151,95
152,44
153,44
154,70
155,62
156,51
157,50
158,12
159,2
160,84
161,90
162,90
163,88
164,70
165,4
166,68
167,38
168,40
169,47
170,23
171,69
172,11
173,77
174,87
175,13
176,84
177,5
178,54
179,0
180,9
181,31
182,87
183,4
184,12
185,17
186,1
187,60
188,15
189,0
190,84
191,47
192,41
193,11
194,76
195,57
196,56
197,30
198,88
199,99
