# Edges: fromIndex, toIndex, edgeCost
0,5,74
0,12,60
0,18,89
0,27,8
0,29,47
0,34,64
0,38,30
0,45,28
0,50,29
0,54,32
0,56,52
0,64,59
0,69,26
0,71,44
0,76,45
0,77,58
0,79,34
0,81,67
0,91,18
0,99,20
0,116,59
0,121,67
0,129,73
0,133,19
0,135,71
0,137,35
0,140,81
0,142,47
0,145,84
0,148,10
0,149,30
0,156,76
0,158,68
0,174,50
0,175,61
0,177,41
0,182,50
0,184,66
0,186,78
0,188,39
0,192,76
0,196,36
1,2,59
1,14,87
1,19,57
1,25,99
1,26,47
1,30,87
1,33,72
1,34,66
1,35,56
1,40,48
1,45,21
1,50,37
1,51,51
1,53,57
1,54,36
1,58,45
1,62,77
1,69,18
1,86,46
1,91,19
1,93,30
1,102,89
1,110,59
1,112,29
1,121,60
1,124,66
1,134,32
1,137,33
1,141,92
1,153,47
1,154,90
1,163,42
1,164,93
1,165,59
1,166,22
1,167,10
1,171,18
1,174,42
1,188,44
2,7,11
2,11,70
2,12,34
2,17,74
2,18,84
2,20,60
2,31,21
2,33,44
2,42,75
2,46,25
2,51,37
2,64,61
2,67,16
2,70,79
2,73,51
2,74,77
2,79,70
2,97,10
2,98,30
2,100,11
2,101,59
2,110,86
2,120,47
2,121,12
2,122,56
2,123,25
2,127,26
2,128,45
2,130,52
2,133,45
2,134,27
2,138,31
2,143,72
2,150,81
2,152,45
2,156,55
2,160,10
2,165,83
2,171,45
2,172,82
2,179,96
2,180,90
2,186,92
2,187,58
2,188,69
2,191,48
3,9,49
3,21,50
3,27,61
3,30,42
3,31,19
3,32,63
3,34,47
3,37,17
3,41,26
3,45,40
3,50,76
3,62,23
3,74,55
3,75,26
3,78,17
3,92,52
3,94,10
3,105,48
3,108,74
3,113,66
3,128,25
3,136,57
3,144,35
3,152,25
3,157,38
3,176,18
3,178,11
3,180,81
3,182,32
3,186,69
3,188,51
3,196,22
4,5,48
4,8,31
4,10,48
4,13,59
4,23,43
4,24,47
4,26,27
4,28,54
4,30,54
4,40,27
4,41,31
4,43,52
4,51,56
4,61,35
4,64,31
4,71,24
4,85,24
4,91,15
4,92,25
4,102,60
4,103,42
4,111,24
4,113,41
4,115,22
4,121,49
4,131,33
4,132,27
4,133,19
4,153,15
4,161,75
4,166,28
4,172,55
4,176,40
4,180,55
4,181,44
4,186,59
4,195,17
4,196,9
5,39,44
5,40,29
5,50,70
5,55,56
5,56,36
5,68,27
5,73,36
5,74,15
5,83,46
5,85,64
5,92,58
5,99,72
5,103,91
5,106,13
5,116,15
5,120,46
5,123,62
5,130,40
5,133,67
5,135,30
5,143,35
5,150,64
5,151,80
5,154,47
5,155,42
5,157,31
5,160,66
5,171,82
5,189,20
5,193,7
5,195,66
5,197,15
5,199,103
6,9,9
6,18,15
6,20,31
6,24,55
6,29,37
6,31,70
6,34,12
6,36,55
6,38,48
6,40,30
6,42,71
6,50,70
6,60,81
6,70,54
6,78,60
6,80,96
6,81,45
6,89,64
6,92,59
6,102,13
6,106,10
6,108,78
6,117,41
6,118,67
6,122,41
6,126,74
6,127,66
6,135,36
6,136,15
6,141,13
6,142,32
6,148,84
6,152,40
6,153,38
6,155,48
6,157,37
6,165,31
6,166,80
6,171,85
6,186,14
6,188,37
6,197,17
7,15,67
7,18,81
7,21,70
7,30,62
7,31,28
7,34,64
7,40,57
7,49,31
7,51,33
7,55,33
7,60,15
7,71,9
7,73,52
7,75,18
7,82,46
7,95,74
7,105,28
7,106,84
7,109,50
7,110,77
7,111,55
7,114,71
7,115,44
7,124,58
7,135,47
7,163,21
7,165,75
7,168,68
7,175,72
7,186,86
7,189,91
7,194,8
8,10,79
8,11,33
8,14,50
8,18,59
8,25,94
8,36,73
8,37,45
8,41,45
8,44,19
8,48,17
8,49,33
8,51,83
8,52,12
8,61,62
8,62,77
8,70,11
8,83,67
8,89,62
8,95,25
8,99,43
8,113,10
8,119,8
8,120,73
8,122,16
8,128,58
8,129,39
8,135,54
8,139,48
8,157,64
8,159,39
8,161,99
8,164,82
8,172,48
8,178,44
8,179,55
8,180,39
8,184,34
8,189,56
8,195,40
8,197,59
8,198,75
9,13,36
9,18,16
9,19,30
9,25,68
9,28,12
9,30,27
9,40,29
9,44,29
9,56,37
9,57,90
9,67,57
9,69,81
9,75,75
9,78,51
9,86,48
9,103,89
9,105,95
9,110,38
9,112,65
9,121,83
9,125,16
9,128,31
9,138,92
9,139,8
9,144,63
9,153,31
9,155,39
9,166,74
9,168,26
9,180,83
9,183,37
9,185,55
9,186,23
9,190,58
9,192,12
9,194,62
10,15,75
10,16,53
10,18,92
10,39,40
10,44,66
10,45,41
10,50,94
10,56,91
10,64,69
10,70,85
10,71,25
10,97,4
10,99,48
10,104,31
10,106,96
10,108,87
10,109,66
10,117,63
10,120,54
10,121,4
10,135,56
10,137,42
10,139,89
10,146,48
10,148,65
10,154,59
10,165,91
10,170,72
10,172,91
10,174,23
10,189,103
10,191,53
10,193,90
10,195,44
10,199,31
11,16,45
11,20,18
11,25,73
11,31,62
11,33,36
11,42,60
11,46,69
11,47,60
11,49,34
11,54,31
11,57,86
11,58,21
11,61,51
11,66,55
11,68,26
11,78,53
11,80,84
11,84,13
11,85,58
11,86,38
11,89,54
11,97,79
11,98,48
11,100,81
11,102,23
11,106,23
11,107,72
11,110,28
11,111,24
11,114,56
11,115,54
11,117,28
11,118,54
11,133,57
11,140,24
11,149,53
11,158,13
11,162,71
11,168,35
11,170,9
11,171,72
11,177,33
11,179,28
11,180,73
11,187,51
11,189,28
11,190,58
11,193,15
12,13,34
12,14,57
12,15,35
12,16,22
12,17,60
12,19,7
12,29,17
12,38,33
12,44,31
12,45,48
12,47,26
12,53,45
12,54,41
12,58,28
12,67,20
12,68,13
12,71,32
12,72,17
12,74,44
12,81,6
12,94,22
12,95,71
12,96,56
12,102,48
12,103,63
12,105,60
12,108,73
12,109,50
12,114,67
12,120,26
12,139,45
12,142,47
12,151,40
12,154,31
12,160,26
12,177,55
12,178,9
12,181,34
12,197,43
13,22,36
13,29,45
13,47,35
13,52,84
13,53,60
13,61,39
13,70,84
13,75,61
13,80,87
13,84,41
13,93,89
13,99,83
13,101,69
13,102,37
13,104,88
13,105,91
13,112,71
13,115,81
13,122,60
13,123,63
13,125,48
13,126,38
13,130,9
13,131,28
13,132,33
13,143,66
13,144,35
13,150,93
13,155,29
13,161,35
13,162,33
13,166,82
13,173,72
13,178,44
13,190,46
13,191,77
13,194,62
13,199,97
14,25,86
14,27,79
14,38,57
14,43,23
14,45,90
14,46,92
14,48,67
14,54,50
14,55,69
14,56,36
14,64,31
14,65,93
14,67,76
14,80,107
14,83,62
14,89,75
14,90,79
14,92,67
14,94,79
14,98,66
14,99,85
14,101,57
14,102,15
14,107,94
14,110,36
14,114,71
