# Edges: fromIndex, toIndex, edgeCost
0,14,94
0,34,12
0,46,4
0,66,23
0,77,69
0,78,55
0,85,44
0,92,53
0,93,10
0,98,56
0,123,101
0,125,85
0,132,67
0,136,79
0,147,37
0,150,76
0,153,15
0,166,41
0,168,26
0,185,80
0,187,86
0,203,49
0,209,33
0,215,36
0,227,84
0,236,26
0,247,84
0,252,75
0,260,8
0,261,32
0,263,87
0,270,76
0,286,1
0,326,80
0,339,83
0,364,28
0,371,21
0,378,82
0,381,43
0,385,44
0,417,6
0,425,46
0,431,91
0,440,98
0,497,58
0,509,58
0,522,75
0,525,89
0,526,55
0,533,29
0,534,41
0,544,32
0,548,77
0,557,9
0,559,44
0,568,89
0,569,33
0,591,79
0,596,19
0,613,83
0,620,81
0,626,20
0,655,76
0,657,91
0,658,19
0,663,77
0,685,22
0,698,89
0,705,59
0,713,49
0,717,99
0,729,86
0,747,4
0,748,45
0,750,87
0,756,94
0,780,24
0,788,69
0,816,40
0,849,76
0,853,78
0,860,61
0,862,14
0,866,77
0,872,59
0,886,50
0,894,84
0,896,43
0,905,74
0,909,46
0,916,66
0,937,54
0,940,55
0,955,52
0,965,91
0,969,42
0,993,93
0,999,32
0,1005,35
0,1007,81
0,1011,31
0,1018,52
0,1023,41
0,1067,42
0,1075,84
0,1076,81
0,1108,28
0,1120,65
0,1126,25
0,1136,30
0,1153,46
0,1190,65
0,1192,48
0,1194,74
0,1195,70
0,1199,88
0,1204,53
0,1207,52
0,1212,73
0,1230,75
0,1249,6
0,1250,89
0,1262,40
0,1267,71
0,1286,84
0,1289,79
0,1294,8
0,1296,34
0,1312,20
0,1314,36
0,1320,25
0,1331,81
0,1338,26
0,1350,90
0,1361,6
0,1366,90
0,1380,61
0,1382,69
0,1383,55
0,1384,49
0,1391,72
0,1404,81
0,1426,66
0,1442,54
0,1443,48
0,1445,33
0,1452,95
0,1455,90
0,1457,72
0,1466,55
0,1468,66
0,1477,95
0,1522,9
0,1524,55
0,1553,39
0,1563,40
0,1586,23
0,1595,41
0,1615,37
0,1649,62
0,1650,46
0,1651,58
0,1669,93
0,1685,80
0,1720,91
0,1731,90
0,1743,46
0,1753,72
0,1758,30
0,1770,20
0,1774,89
0,1780,95
